Timestamp: 2026-03-12 09:19:59
symbol,kite_token,breeze_code,priority,rsi,timestamp
CAPACITE,5567745,CAPINF,5,11.86,2026-03-12 09:15:00
FIRSTCRY,6352385,BRASOL,5,24.85,2026-03-12 09:15:00
LTF,6386689,LTFINA,5,20.96,2026-03-12 09:15:00
VINCOFE,6613761,SPAPRO,5,22.91,2026-03-12 09:15:00
HYUNDAI,6616065,HYUMOT,5,19.98,2026-03-12 09:15:00
WAAREEENER,6632193,WAAENE,5,24.73,2026-03-12 09:15:00
SWIGGY,6928897,SWILIM,5,19.60,2026-03-12 09:15:00
VMM,7160065,VISMEG,5,21.63,2026-03-12 09:15:00
MOBIKWIK,7179777,ONEMOB,5,18.49,2026-03-12 09:15:00
ITCHOTELS,7488257,ITCHOT,5,15.94,2026-03-12 09:15:00
MOSCHIP,7541505,MOSSER,5,16.61,2026-03-12 09:15:00
HEXT,7594497,HEXTEC,5,17.44,2026-03-12 09:15:00
ORIENTCEM,7702785,ORICEM,5,20.00,2026-03-12 09:15:00
OSWALPUMPS,193741313,OSWPUM,5,21.58,2026-03-12 09:15:00
BELRISE,193818113,BELLIM,5,22.26,2026-03-12 09:15:00
HDBFS,193989633,HDBFIN,5,14.24,2026-03-12 09:15:00
LOTUSDEV,194085121,SRIDEV,5,11.09,2026-03-12 09:15:00
JSWCEMENT,194165761,JSWCEM,5,23.84,2026-03-12 09:15:00
TATACAP,194371841,TATCAP,5,21.23,2026-03-12 09:15:00
LENSKART,194458881,LENSOL,5,17.98,2026-03-12 09:15:00
TMCV,194504193,TATCOV,5,24.39,2026-03-12 09:15:00
PINELABS,194513921,PINLAB,5,17.13,2026-03-12 09:15:00
TENNIND,194529281,TENCLE,5,21.12,2026-03-12 09:15:00
AEQUS,194619905,AEQLIM,5,19.14,2026-03-12 09:15:00
SEDEMAC,194855169,SEDMEC,5,15.92,2026-03-12 09:15:00

